date;heure;PM10;NO2
;;microg/m3;microg/m3
29/11/2014;6;27;38
29/11/2014;7;29;43
29/11/2014;8;31;46
29/11/2014;9;31;49
29/11/2014;10;46;53
29/11/2014;11;39;59
29/11/2014;12;44;56
29/11/2014;13;57;66
29/11/2014;14;57;78
29/11/2014;15;61;68
29/11/2014;16;51;80
29/11/2014;17;48;86
29/11/2014;18;52;93
29/11/2014;19;49;58
29/11/2014;20;47;63
29/11/2014;21;49;60
29/11/2014;22;47;50
29/11/2014;23;44;59
29/11/2014;24;49;53
30/11/2014;1;46;47
30/11/2014;2;40;44
30/11/2014;3;40;38
30/11/2014;4;38;33
30/11/2014;5;33;31
30/11/2014;6;29;32
30/11/2014;7;34;38
30/11/2014;8;28;42
30/11/2014;9;38;46
30/11/2014;10;40;47
30/11/2014;11;36;48
30/11/2014;12;34;52
30/11/2014;13;43;58
30/11/2014;14;46;62
30/11/2014;15;43;61
30/11/2014;16;44;57
30/11/2014;17;40;57
30/11/2014;18;36;52
30/11/2014;19;35;55
30/11/2014;20;36;56
30/11/2014;21;34;51
30/11/2014;22;36;43
30/11/2014;23;37;44
30/11/2014;24;35;48
01/12/2014;1;31;37
01/12/2014;2;28;31
01/12/2014;3;25;31
01/12/2014;4;20;26
01/12/2014;5;20;31
01/12/2014;6;21;39
01/12/2014;7;15;57
01/12/2014;8;19;58
01/12/2014;9;26;61
01/12/2014;10;37;67
01/12/2014;11;35;71
01/12/2014;12;n/d;63
01/12/2014;13;42;60
01/12/2014;14;49;68
01/12/2014;15;42;62
01/12/2014;16;38;72
01/12/2014;17;34;58
01/12/2014;18;30;61
01/12/2014;19;34;62
01/12/2014;20;29;52
01/12/2014;21;30;48
01/12/2014;22;18;42
01/12/2014;23;19;45
01/12/2014;24;22;42
02/12/2014;1;16;33
02/12/2014;2;16;31
02/12/2014;3;20;32
02/12/2014;4;24;35
02/12/2014;5;32;37
02/12/2014;6;36;47
02/12/2014;7;36;59
02/12/2014;8;39;64
02/12/2014;9;43;68
02/12/2014;10;46;66
02/12/2014;11;42;68
02/12/2014;12;33;66
02/12/2014;13;38;67
02/12/2014;14;32;75
02/12/2014;15;28;67
02/12/2014;16;26;68
02/12/2014;17;27;76
02/12/2014;18;40;70
02/12/2014;19;40;70
02/12/2014;20;32;61
02/12/2014;21;32;54
02/12/2014;22;24;50
02/12/2014;23;17;47
02/12/2014;24;24;46
03/12/2014;1;23;37
03/12/2014;2;15;33
03/12/2014;3;13;30
03/12/2014;4;12;31
03/12/2014;5;17;32
03/12/2014;6;27;41
03/12/2014;7;42;52
03/12/2014;8;54;61
03/12/2014;9;66;62
03/12/2014;10;61;62
03/12/2014;11;69;69
03/12/2014;12;67;69
03/12/2014;13;53;69
03/12/2014;14;49;75
03/12/2014;15;46;82
03/12/2014;16;46;80
03/12/2014;17;44;85
03/12/2014;18;43;81
03/12/2014;19;60;77
03/12/2014;20;53;66
03/12/2014;21;43;54
03/12/2014;22;35;47
03/12/2014;23;40;50
03/12/2014;24;33;45
04/12/2014;1;29;39
04/12/2014;2;20;35
04/12/2014;3;20;34
04/12/2014;4;21;34
04/12/2014;5;22;33
04/12/2014;6;22;40
04/12/2014;7;31;58
04/12/2014;8;38;61
04/12/2014;9;45;63
04/12/2014;10;49;60
04/12/2014;11;46;72
04/12/2014;12;37;65
04/12/2014;13;43;58
04/12/2014;14;47;66
04/12/2014;15;47;79
04/12/2014;16;53;64
04/12/2014;17;52;78
04/12/2014;18;58;n/d
04/12/2014;19;58;69
04/12/2014;20;58;72
04/12/2014;21;46;58
04/12/2014;22;42;52
04/12/2014;23;39;48
04/12/2014;24;38;46
05/12/2014;1;28;38
05/12/2014;2;24;34
05/12/2014;3;20;27
05/12/2014;4;15;27
05/12/2014;5;15;29
05/12/2014;6;21;37
05/12/2014;7;24;53
05/12/2014;8;17;56
05/12/2014;9;35;73
05/12/2014;10;45;67
05/12/2014;11;45;71
05/12/2014;12;50;69
05/12/2014;13;43;65
05/12/2014;14;35;75
05/12/2014;15;51;69
05/12/2014;16;47;75
05/12/2014;17;46;67
05/12/2014;18;44;58
05/12/2014;19;34;69
05/12/2014;20;38;57
05/12/2014;21;34;51
05/12/2014;22;29;53
05/12/2014;23;36;49
05/12/2014;24;41;47
06/12/2014;1;37;44
06/12/2014;2;33;48
06/12/2014;3;30;51
06/12/2014;4;26;50
06/12/2014;5;23;46
06/12/2014;6;23;53
06/12/2014;7;25;67
06/12/2014;8;25;71
06/12/2014;9;24;75
06/12/2014;10;28;79
06/12/2014;11;36;73
06/12/2014;12;38;72
06/12/2014;13;36;78
06/12/2014;14;35;84
06/12/2014;15;30;94
06/12/2014;16;30;87
06/12/2014;17;35;103
06/12/2014;18;39;110
06/12/2014;19;41;108
06/12/2014;20;46;110
06/12/2014;21;52;101
06/12/2014;22;51;89
06/12/2014;23;49;83
06/12/2014;24;49;79
07/12/2014;1;45;70
07/12/2014;2;36;77
07/12/2014;3;37;62
07/12/2014;4;30;68
07/12/2014;5;28;71
07/12/2014;6;28;69
07/12/2014;7;29;65
07/12/2014;8;34;69
07/12/2014;9;27;80
07/12/2014;10;40;75
07/12/2014;11;34;78
07/12/2014;12;40;70
07/12/2014;13;38;75
07/12/2014;14;15;75
07/12/2014;15;10;72
07/12/2014;16;20;83
07/12/2014;17;24;83
07/12/2014;18;21;83
07/12/2014;19;28;87
07/12/2014;20;29;80
07/12/2014;21;21;62
07/12/2014;22;11;69
07/12/2014;23;20;66
07/12/2014;24;16;59
08/12/2014;1;19;48
08/12/2014;2;20;47
08/12/2014;3;18;41
08/12/2014;4;22;46
08/12/2014;5;24;52
08/12/2014;6;31;82
08/12/2014;7;34;94
08/12/2014;8;43;113
08/12/2014;9;51;115
08/12/2014;10;47;106
08/12/2014;11;50;102
08/12/2014;12;34;97
08/12/2014;13;27;87
08/12/2014;14;26;84
08/12/2014;15;16;81
08/12/2014;16;11;83
08/12/2014;17;13;93
08/12/2014;18;20;103
08/12/2014;19;26;98
08/12/2014;20;41;91
08/12/2014;21;34;79
08/12/2014;22;27;75
08/12/2014;23;31;68
08/12/2014;24;n/d;62
09/12/2014;1;23;49
09/12/2014;2;22;47
09/12/2014;3;20;41
09/12/2014;4;19;40
09/12/2014;5;19;49
09/12/2014;6;27;70
09/12/2014;7;38;103
09/12/2014;8;43;105
09/12/2014;9;43;107
09/12/2014;10;41;95
09/12/2014;11;45;94
09/12/2014;12;51;91
09/12/2014;13;40;81
09/12/2014;14;38;93
09/12/2014;15;40;103
09/12/2014;16;41;111
09/12/2014;17;50;111
09/12/2014;18;47;100
09/12/2014;19;45;100
09/12/2014;20;38;90
09/12/2014;21;26;74
09/12/2014;22;30;63
09/12/2014;23;23;68
09/12/2014;24;26;52
10/12/2014;1;n/d;n/d
10/12/2014;2;n/d;n/d
10/12/2014;3;n/d;24
10/12/2014;4;16;21
10/12/2014;5;15;25
10/12/2014;6;16;47
10/12/2014;7;9;68
10/12/2014;8;11;99
10/12/2014;9;21;91
10/12/2014;10;19;104
10/12/2014;11;29;105
10/12/2014;12;36;108
10/12/2014;13;29;103
10/12/2014;14;36;85
10/12/2014;15;32;64
10/12/2014;16;31;70
10/12/2014;17;23;97
10/12/2014;18;20;105
10/12/2014;19;26;113
10/12/2014;20;29;107
10/12/2014;21;29;98
10/12/2014;22;40;75
10/12/2014;23;26;74
10/12/2014;24;25;61
11/12/2014;1;21;41
11/12/2014;2;16;31
11/12/2014;3;12;23
11/12/2014;4;11;20
11/12/2014;5;15;29
11/12/2014;6;20;52
11/12/2014;7;26;86
11/12/2014;8;43;94
11/12/2014;9;42;96
11/12/2014;10;40;87
11/12/2014;11;37;89
11/12/2014;12;41;n/d
11/12/2014;13;30;85
11/12/2014;14;33;90
11/12/2014;15;40;101
11/12/2014;16;39;101
11/12/2014;17;36;109
11/12/2014;18;33;102
11/12/2014;19;31;106
11/12/2014;20;38;101
11/12/2014;21;40;79
11/12/2014;22;28;65
11/12/2014;23;26;64
11/12/2014;24;35;47
12/12/2014;1;21;35
12/12/2014;2;20;27
12/12/2014;3;16;17
12/12/2014;4;8;16
12/12/2014;5;10;19
12/12/2014;6;14;46
12/12/2014;7;20;60
12/12/2014;8;15;87
12/12/2014;9;25;92
12/12/2014;10;18;87
12/12/2014;11;16;89
12/12/2014;12;13;90
12/12/2014;13;11;93
12/12/2014;14;6;76
12/12/2014;15;15;84
12/12/2014;16;21;83
12/12/2014;17;19;90
12/12/2014;18;16;108
12/12/2014;19;17;118
12/12/2014;20;19;117
12/12/2014;21;19;126
12/12/2014;22;19;95
12/12/2014;23;13;109
12/12/2014;24;8;86
13/12/2014;1;14;79
13/12/2014;2;3;58
13/12/2014;3;9;64
13/12/2014;4;9;51
13/12/2014;5;6;38
13/12/2014;6;6;47
13/12/2014;7;5;57
13/12/2014;8;6;68
13/12/2014;9;13;79
13/12/2014;10;13;85
13/12/2014;11;4;91
13/12/2014;12;12;97
13/12/2014;13;9;91
13/12/2014;14;14;87
13/12/2014;15;11;106
13/12/2014;16;14;115
13/12/2014;17;16;119
13/12/2014;18;17;112
13/12/2014;19;22;127
13/12/2014;20;15;111
13/12/2014;21;22;97
13/12/2014;22;25;87
13/12/2014;23;30;92
13/12/2014;24;34;88
14/12/2014;1;35;69
14/12/2014;2;33;71
14/12/2014;3;28;80
14/12/2014;4;26;64
14/12/2014;5;22;72
14/12/2014;6;28;58
14/12/2014;7;29;54
14/12/2014;8;29;56
14/12/2014;9;14;71
14/12/2014;10;25;78
14/12/2014;11;39;78
14/12/2014;12;48;87
14/12/2014;13;48;98
14/12/2014;14;46;102
14/12/2014;15;52;97
14/12/2014;16;45;93
14/12/2014;17;56;97
14/12/2014;18;43;101
14/12/2014;19;42;90
14/12/2014;20;35;75
14/12/2014;21;31;66
14/12/2014;22;31;75
14/12/2014;23;24;69
14/12/2014;24;27;59
15/12/2014;1;24;51
15/12/2014;2;20;43
15/12/2014;3;19;37
15/12/2014;4;22;39
15/12/2014;5;21;49
15/12/2014;6;25;81
15/12/2014;7;24;101
15/12/2014;8;29;98
15/12/2014;9;26;99
15/12/2014;10;27;112
15/12/2014;11;31;104
15/12/2014;12;25;83
15/12/2014;13;24;103
15/12/2014;14;28;88
15/12/2014;15;27;83
15/12/2014;16;37;93
15/12/2014;17;29;85
15/12/2014;18;31;109
15/12/2014;19;29;97
15/12/2014;20;31;101
15/12/2014;21;28;80
15/12/2014;22;20;79
15/12/2014;23;24;56
15/12/2014;24;25;53
16/12/2014;1;23;49
16/12/2014;2;22;44
16/12/2014;3;21;41
16/12/2014;4;18;32
16/12/2014;5;17;47
16/12/2014;6;15;61
16/12/2014;7;22;84
16/12/2014;8;27;102
16/12/2014;9;35;92
16/12/2014;10;30;92
16/12/2014;11;23;88
16/12/2014;12;30;96
16/12/2014;13;54;93
16/12/2014;14;32;94
16/12/2014;15;29;112
16/12/2014;16;22;108
16/12/2014;17;30;115
16/12/2014;18;32;113
16/12/2014;19;36;111
16/12/2014;20;30;113
16/12/2014;21;31;102
16/12/2014;22;38;100
16/12/2014;23;24;90
16/12/2014;24;21;65
17/12/2014;1;22;43
17/12/2014;2;17;34
17/12/2014;3;12;22
17/12/2014;4;7;19
17/12/2014;5;12;28
17/12/2014;6;13;55
17/12/2014;7;9;74
17/12/2014;8;12;94
17/12/2014;9;15;110
17/12/2014;10;21;n/d
17/12/2014;11;n/d;n/d
17/12/2014;12;19;107
17/12/2014;13;26;104
17/12/2014;14;21;98
17/12/2014;15;19;97
17/12/2014;16;19;123
17/12/2014;17;16;105
17/12/2014;18;23;108
17/12/2014;19;20;111
17/12/2014;20;17;104
17/12/2014;21;16;79
17/12/2014;22;9;86
17/12/2014;23;18;89
17/12/2014;24;9;66
18/12/2014;1;n/d;42
18/12/2014;2;3;33
18/12/2014;3;7;28
18/12/2014;4;4;26
18/12/2014;5;1;35
18/12/2014;6;6;63
18/12/2014;7;6;70
18/12/2014;8;8;93
18/12/2014;9;24;99
18/12/2014;10;21;97
18/12/2014;11;19;90
18/12/2014;12;32;85
18/12/2014;13;33;104
18/12/2014;14;34;76
18/12/2014;15;29;88
18/12/2014;16;30;94
18/12/2014;17;29;104
18/12/2014;18;27;100
18/12/2014;19;34;97
18/12/2014;20;28;106
18/12/2014;21;27;87
18/12/2014;22;29;64
18/12/2014;23;17;57
18/12/2014;24;19;50
19/12/2014;1;15;39
19/12/2014;2;9;32
19/12/2014;3;5;24
19/12/2014;4;7;17
19/12/2014;5;8;24
19/12/2014;6;14;51
19/12/2014;7;13;70
19/12/2014;8;15;83
19/12/2014;9;25;93
19/12/2014;10;47;94
19/12/2014;11;22;98
19/12/2014;12;16;86
19/12/2014;13;12;89
19/12/2014;14;16;89
19/12/2014;15;10;95
19/12/2014;16;14;87
19/12/2014;17;12;83
19/12/2014;18;19;87
19/12/2014;19;24;95
19/12/2014;20;29;82
19/12/2014;21;22;68
19/12/2014;22;19;81
19/12/2014;23;23;90
19/12/2014;24;27;72
20/12/2014;1;33;73
20/12/2014;2;26;59
20/12/2014;3;22;50
20/12/2014;4;18;41
20/12/2014;5;12;42
20/12/2014;6;11;54
20/12/2014;7;16;67
20/12/2014;8;26;71
20/12/2014;9;19;84
20/12/2014;10;24;87
20/12/2014;11;22;78
20/12/2014;12;24;72
20/12/2014;13;20;60
20/12/2014;14;20;60
20/12/2014;15;19;71
20/12/2014;16;24;75
20/12/2014;17;28;86
20/12/2014;18;16;100
20/12/2014;19;23;108
20/12/2014;20;31;110
20/12/2014;21;32;100
20/12/2014;22;26;98
20/12/2014;23;26;91
20/12/2014;24;18;96
21/12/2014;1;27;79
21/12/2014;2;24;69
21/12/2014;3;18;58
21/12/2014;4;16;51
21/12/2014;5;17;45
21/12/2014;6;16;42
21/12/2014;7;6;44
21/12/2014;8;10;54
21/12/2014;9;10;68
21/12/2014;10;18;75
21/12/2014;11;19;76
21/12/2014;12;32;79
21/12/2014;13;26;69
21/12/2014;14;16;80
21/12/2014;15;14;81
21/12/2014;16;23;94
21/12/2014;17;22;88
21/12/2014;18;19;91
21/12/2014;19;23;90
21/12/2014;20;31;81
21/12/2014;21;23;72
21/12/2014;22;18;61
21/12/2014;23;23;46
21/12/2014;24;18;35
22/12/2014;1;11;27
22/12/2014;2;9;18
22/12/2014;3;7;14
22/12/2014;4;6;15
22/12/2014;5;8;22
22/12/2014;6;11;54
22/12/2014;7;13;76
22/12/2014;8;17;94
22/12/2014;9;27;103
22/12/2014;10;27;96
22/12/2014;11;25;101
22/12/2014;12;19;96
22/12/2014;13;27;86
22/12/2014;14;24;91
22/12/2014;15;22;87
22/12/2014;16;26;112
22/12/2014;17;25;101
22/12/2014;18;33;101
22/12/2014;19;24;96
22/12/2014;20;25;83
22/12/2014;21;26;64
22/12/2014;22;15;60
22/12/2014;23;9;59
22/12/2014;24;4;41
23/12/2014;1;11;30
23/12/2014;2;8;17
23/12/2014;3;5;15
23/12/2014;4;6;15
23/12/2014;5;6;22
23/12/2014;6;9;49
23/12/2014;7;13;69
23/12/2014;8;16;86
23/12/2014;9;17;98
23/12/2014;10;18;90
23/12/2014;11;22;88
23/12/2014;12;25;84
23/12/2014;13;18;n/d
23/12/2014;14;21;84
23/12/2014;15;23;89
23/12/2014;16;29;88
23/12/2014;17;21;92
23/12/2014;18;17;92
23/12/2014;19;11;87
23/12/2014;20;5;78
23/12/2014;21;9;60
23/12/2014;22;17;62
23/12/2014;23;21;54
23/12/2014;24;25;38
24/12/2014;1;28;26
24/12/2014;2;21;19
24/12/2014;3;19;17
24/12/2014;4;19;16
24/12/2014;5;21;19
24/12/2014;6;24;45
24/12/2014;7;26;60
24/12/2014;8;34;74
24/12/2014;9;51;73
24/12/2014;10;52;79
24/12/2014;11;42;77
24/12/2014;12;37;77
24/12/2014;13;29;78
24/12/2014;14;25;76
24/12/2014;15;24;86
24/12/2014;16;23;90
24/12/2014;17;20;78
24/12/2014;18;18;76
24/12/2014;19;17;75
24/12/2014;20;17;62
24/12/2014;21;23;52
24/12/2014;22;25;66
24/12/2014;23;25;60
24/12/2014;24;22;65
25/12/2014;1;21;51
25/12/2014;2;21;48
25/12/2014;3;18;39
25/12/2014;4;14;24
25/12/2014;5;13;25
25/12/2014;6;13;27
25/12/2014;7;11;36
25/12/2014;8;13;40
25/12/2014;9;7;41
25/12/2014;10;13;53
25/12/2014;11;13;53
25/12/2014;12;15;50
25/12/2014;13;21;49
25/12/2014;14;18;43
25/12/2014;15;17;58
25/12/2014;16;13;68
25/12/2014;17;18;80
25/12/2014;18;21;88
25/12/2014;19;23;96
25/12/2014;20;29;89
25/12/2014;21;22;78
25/12/2014;22;28;91
25/12/2014;23;31;75
25/12/2014;24;22;64
26/12/2014;1;19;55
26/12/2014;2;22;46
26/12/2014;3;20;42
26/12/2014;4;18;46
26/12/2014;5;17;47
26/12/2014;6;21;62
26/12/2014;7;24;74
26/12/2014;8;24;80
26/12/2014;9;22;87
26/12/2014;10;25;93
26/12/2014;11;30;85
26/12/2014;12;25;97
26/12/2014;13;20;92
26/12/2014;14;33;82
26/12/2014;15;26;98
26/12/2014;16;33;106
26/12/2014;17;20;129
26/12/2014;18;35;142
26/12/2014;19;42;122
26/12/2014;20;35;105
26/12/2014;21;24;66
26/12/2014;22;12;59
26/12/2014;23;7;52
26/12/2014;24;5;44
27/12/2014;1;2;29
27/12/2014;2;6;27
27/12/2014;3;10;21
27/12/2014;4;15;13
27/12/2014;5;13;14
27/12/2014;6;12;17
27/12/2014;7;15;25
27/12/2014;8;10;27
27/12/2014;9;9;38
27/12/2014;10;13;44
27/12/2014;11;30;44
27/12/2014;12;12;43
27/12/2014;13;11;41
27/12/2014;14;24;44
27/12/2014;15;20;57
27/12/2014;16;19;56
27/12/2014;17;17;63
27/12/2014;18;18;74
27/12/2014;19;14;82
27/12/2014;20;17;74
27/12/2014;21;6;59
27/12/2014;22;9;56
27/12/2014;23;10;52
27/12/2014;24;6;45
28/12/2014;1;9;35
28/12/2014;2;8;30
28/12/2014;3;16;24
28/12/2014;4;18;20
28/12/2014;5;20;21
28/12/2014;6;19;24
28/12/2014;7;23;28
28/12/2014;8;26;31
28/12/2014;9;26;35
28/12/2014;10;18;39
28/12/2014;11;19;41
28/12/2014;12;35;50
28/12/2014;13;30;45
28/12/2014;14;20;55
28/12/2014;15;26;62
28/12/2014;16;28;77
28/12/2014;17;23;83
28/12/2014;18;26;83
28/12/2014;19;24;80
28/12/2014;20;32;67
28/12/2014;21;25;66
28/12/2014;22;29;59
28/12/2014;23;24;59
28/12/2014;24;24;56
29/12/2014;1;27;54
29/12/2014;2;28;46
29/12/2014;3;26;48
29/12/2014;4;29;51
29/12/2014;5;33;48
29/12/2014;6;38;63
29/12/2014;7;47;79
29/12/2014;8;37;90
29/12/2014;9;47;101
29/12/2014;10;46;84
29/12/2014;11;34;84
29/12/2014;12;41;79
29/12/2014;13;42;81
29/12/2014;14;47;86
29/12/2014;15;47;94
29/12/2014;16;40;105
29/12/2014;17;37;112
29/12/2014;18;39;104
29/12/2014;19;34;105
29/12/2014;20;38;97
29/12/2014;21;32;72
29/12/2014;22;29;72
29/12/2014;23;38;62
29/12/2014;24;35;57
30/12/2014;1;27;45
30/12/2014;2;31;48
30/12/2014;3;29;37
30/12/2014;4;28;41
30/12/2014;5;25;51
30/12/2014;6;25;68
30/12/2014;7;29;85
30/12/2014;8;33;86
30/12/2014;9;40;91
30/12/2014;10;44;97
30/12/2014;11;47;91
30/12/2014;12;53;97
30/12/2014;13;49;92
30/12/2014;14;42;91
30/12/2014;15;31;90
30/12/2014;16;32;103
30/12/2014;17;40;106
30/12/2014;18;31;104
30/12/2014;19;32;97
30/12/2014;20;38;100
30/12/2014;21;40;92
30/12/2014;22;32;80
30/12/2014;23;31;76
30/12/2014;24;25;66
31/12/2014;1;23;55
31/12/2014;2;20;50
31/12/2014;3;18;40
31/12/2014;4;19;54
31/12/2014;5;24;56
31/12/2014;6;28;71
31/12/2014;7;35;96
31/12/2014;8;41;93
31/12/2014;9;41;107
31/12/2014;10;49;108
31/12/2014;11;44;107
31/12/2014;12;47;103
31/12/2014;13;47;83
31/12/2014;14;43;94
31/12/2014;15;43;108
31/12/2014;16;44;111
31/12/2014;17;49;125
31/12/2014;18;59;119
31/12/2014;19;62;124
31/12/2014;20;53;126
31/12/2014;21;57;117
31/12/2014;22;48;121
31/12/2014;23;76;154
31/12/2014;24;118;159
01/01/2015;1;129;162
01/01/2015;2;133;154
01/01/2015;3;143;127
01/01/2015;4;127;118
01/01/2015;5;129;121
01/01/2015;6;116;92
01/01/2015;7;52;86
01/01/2015;8;70;98
01/01/2015;9;88;86
01/01/2015;10;62;76
01/01/2015;11;43;78
01/01/2015;12;44;81
01/01/2015;13;48;82
01/01/2015;14;30;73
01/01/2015;15;23;81
01/01/2015;16;34;93
01/01/2015;17;30;96
01/01/2015;18;37;98
01/01/2015;19;40;103
01/01/2015;20;41;83
01/01/2015;21;42;81
01/01/2015;22;46;74
01/01/2015;23;30;61
01/01/2015;24;29;47
02/01/2015;1;22;34
02/01/2015;2;19;33
02/01/2015;3;24;31
02/01/2015;4;23;26
02/01/2015;5;27;26
02/01/2015;6;27;48
02/01/2015;7;32;59
02/01/2015;8;32;67
02/01/2015;9;31;81
02/01/2015;10;27;81
02/01/2015;11;31;81
02/01/2015;12;32;95
02/01/2015;13;29;79
02/01/2015;14;34;76
02/01/2015;15;33;84
02/01/2015;16;29;112
02/01/2015;17;39;119
02/01/2015;18;38;122
02/01/2015;19;38;117
02/01/2015;20;50;109
02/01/2015;21;41;103
02/01/2015;22;47;116
02/01/2015;23;61;109
02/01/2015;24;59;111
03/01/2015;1;74;100
03/01/2015;2;74;70
03/01/2015;3;53;48
03/01/2015;4;23;44
03/01/2015;5;18;42
03/01/2015;6;17;50
03/01/2015;7;21;49
03/01/2015;8;18;65
03/01/2015;9;21;74
03/01/2015;10;12;68
03/01/2015;11;15;55
03/01/2015;12;10;54
03/01/2015;13;13;58
03/01/2015;14;5;65
03/01/2015;15;3;70
03/01/2015;16;4;60
03/01/2015;17;11;55
03/01/2015;18;11;60
03/01/2015;19;11;70
03/01/2015;20;14;59
03/01/2015;21;12;51
03/01/2015;22;19;61
03/01/2015;23;10;59
03/01/2015;24;13;52
04/01/2015;1;15;49
04/01/2015;2;16;53
04/01/2015;3;11;35
04/01/2015;4;11;26
04/01/2015;5;12;22
04/01/2015;6;15;25
04/01/2015;7;6;35
04/01/2015;8;n/d;37
04/01/2015;9;9;46
04/01/2015;10;11;50
04/01/2015;11;18;57
04/01/2015;12;14;65
04/01/2015;13;11;67
04/01/2015;14;17;76
04/01/2015;15;17;72
04/01/2015;16;18;88
04/01/2015;17;36;94
04/01/2015;18;31;102
04/01/2015;19;36;100
04/01/2015;20;38;104
04/01/2015;21;38;99
04/01/2015;22;36;86
04/01/2015;23;35;75
04/01/2015;24;30;69
05/01/2015;1;25;70
05/01/2015;2;32;63
05/01/2015;3;27;51
05/01/2015;4;26;66
05/01/2015;5;34;64
05/01/2015;6;45;82
05/01/2015;7;48;90
05/01/2015;8;37;111
05/01/2015;9;33;127
05/01/2015;10;31;110
05/01/2015;11;n/d;n/d
05/01/2015;12;n/d;93
05/01/2015;13;37;93
05/01/2015;14;35;98
05/01/2015;15;37;94
05/01/2015;16;38;104
05/01/2015;17;43;94
05/01/2015;18;45;100
05/01/2015;19;46;94
05/01/2015;20;44;87
05/01/2015;21;37;78
05/01/2015;22;42;77
05/01/2015;23;43;68
05/01/2015;24;52;65
06/01/2015;1;40;53
06/01/2015;2;27;48
06/01/2015;3;28;45
06/01/2015;4;30;41
06/01/2015;5;29;45
06/01/2015;6;22;47
06/01/2015;7;29;62
06/01/2015;8;29;72
06/01/2015;9;29;77
06/01/2015;10;33;78
06/01/2015;11;44;89
06/01/2015;12;39;82
06/01/2015;13;40;74
06/01/2015;14;46;87
06/01/2015;15;47;86
06/01/2015;16;48;78
06/01/2015;17;45;70
06/01/2015;18;40;80
06/01/2015;19;35;82
06/01/2015;20;38;77
06/01/2015;21;39;66
06/01/2015;22;31;71
06/01/2015;23;30;71
06/01/2015;24;33;65
07/01/2015;1;26;60
07/01/2015;2;23;53
07/01/2015;3;21;50
07/01/2015;4;18;51
07/01/2015;5;16;55
07/01/2015;6;19;73
07/01/2015;7;36;105
07/01/2015;8;43;115
07/01/2015;9;41;115
07/01/2015;10;45;106
07/01/2015;11;45;102
07/01/2015;12;53;90
07/01/2015;13;44;74
07/01/2015;14;38;89
07/01/2015;15;52;102
07/01/2015;16;54;91
07/01/2015;17;43;74
07/01/2015;18;37;73
07/01/2015;19;36;79
07/01/2015;20;25;72
07/01/2015;21;30;60
07/01/2015;22;24;52
07/01/2015;23;24;41
07/01/2015;24;22;45
08/01/2015;1;23;36
08/01/2015;2;21;34
08/01/2015;3;19;22
08/01/2015;4;19;30
08/01/2015;5;18;32
08/01/2015;6;22;52
08/01/2015;7;24;74
08/01/2015;8;22;91
08/01/2015;9;31;95
08/01/2015;10;30;86
08/01/2015;11;30;92
08/01/2015;12;26;82
08/01/2015;13;19;80
08/01/2015;14;19;74
08/01/2015;15;12;74
08/01/2015;16;14;81
08/01/2015;17;14;100
08/01/2015;18;22;110
08/01/2015;19;38;112
08/01/2015;20;38;110
08/01/2015;21;40;100
08/01/2015;22;41;79
08/01/2015;23;36;63
08/01/2015;24;41;55
09/01/2015;1;31;42
09/01/2015;2;21;28
09/01/2015;3;13;29
09/01/2015;4;33;19
09/01/2015;5;22;19
09/01/2015;6;18;48
09/01/2015;7;12;71
09/01/2015;8;1;87
09/01/2015;9;7;100
09/01/2015;10;15;96
09/01/2015;11;22;93
09/01/2015;12;20;86
09/01/2015;13;14;81
09/01/2015;14;16;85
09/01/2015;15;21;81
09/01/2015;16;52;77
09/01/2015;17;42;81
09/01/2015;18;39;77
09/01/2015;19;24;71
09/01/2015;20;20;54
09/01/2015;21;15;42
09/01/2015;22;13;40
09/01/2015;23;17;34
09/01/2015;24;8;31
10/01/2015;1;16;27
10/01/2015;2;10;27
10/01/2015;3;9;21
10/01/2015;4;7;20
10/01/2015;5;4;21
10/01/2015;6;4;38
10/01/2015;7;13;39
10/01/2015;8;7;42
10/01/2015;9;20;45
10/01/2015;10;14;55
10/01/2015;11;13;51
10/01/2015;12;15;57
10/01/2015;13;18;124
10/01/2015;14;19;62
10/01/2015;15;16;60
10/01/2015;16;19;64
10/01/2015;17;16;72
10/01/2015;18;13;60
10/01/2015;19;21;65
10/01/2015;20;17;67
10/01/2015;21;22;55
10/01/2015;22;36;46
10/01/2015;23;28;50
10/01/2015;24;26;55
11/01/2015;1;26;51
11/01/2015;2;17;48
11/01/2015;3;19;35
11/01/2015;4;19;28
11/01/2015;5;23;30
11/01/2015;6;15;28
11/01/2015;7;10;26
11/01/2015;8;8;36
11/01/2015;9;8;40
11/01/2015;10;12;49
11/01/2015;11;18;44
11/01/2015;12;25;47
11/01/2015;13;29;44
11/01/2015;14;21;48
11/01/2015;15;27;49
11/01/2015;16;30;60
11/01/2015;17;28;64
11/01/2015;18;33;65
11/01/2015;19;19;53
11/01/2015;20;22;52
11/01/2015;21;27;47
11/01/2015;22;23;36
11/01/2015;23;11;33
11/01/2015;24;18;26
12/01/2015;1;20;22
12/01/2015;2;15;17
12/01/2015;3;13;14
12/01/2015;4;14;17
12/01/2015;5;14;25
12/01/2015;6;18;49
12/01/2015;7;21;80
12/01/2015;8;28;96
12/01/2015;9;38;92
12/01/2015;10;35;91
12/01/2015;11;37;84
12/01/2015;12;32;80
12/01/2015;13;29;95
12/01/2015;14;34;77
12/01/2015;15;32;80
12/01/2015;16;28;91
12/01/2015;17;34;86
12/01/2015;18;29;84
12/01/2015;19;33;89
12/01/2015;20;22;58
12/01/2015;21;19;46
