date;heure;PM10;NO2
;;microg/m3;microg/m3
12/01/2015;22;22;38
12/01/2015;23;21;40
12/01/2015;24;18;35
13/01/2015;1;19;24
13/01/2015;2;21;17
13/01/2015;3;19;15
13/01/2015;4;17;16
13/01/2015;5;15;25
13/01/2015;6;19;48
13/01/2015;7;19;74
13/01/2015;8;21;88
13/01/2015;9;41;90
13/01/2015;10;40;78
13/01/2015;11;33;83
13/01/2015;12;29;61
13/01/2015;13;29;66
13/01/2015;14;34;67
13/01/2015;15;33;80
13/01/2015;16;25;107
13/01/2015;17;15;113
13/01/2015;18;14;118
13/01/2015;19;19;111
13/01/2015;20;24;95
13/01/2015;21;25;68
13/01/2015;22;14;56
13/01/2015;23;29;49
13/01/2015;24;21;34
14/01/2015;1;16;24
14/01/2015;2;6;19
14/01/2015;3;4;23
14/01/2015;4;5;23
14/01/2015;5;8;29
14/01/2015;6;14;54
14/01/2015;7;20;72
14/01/2015;8;26;87
14/01/2015;9;34;86
14/01/2015;10;36;82
14/01/2015;11;n/d;74
14/01/2015;12;24;67
14/01/2015;13;18;84
14/01/2015;14;23;85
14/01/2015;15;41;86
14/01/2015;16;60;103
14/01/2015;17;48;120
14/01/2015;18;51;138
14/01/2015;19;48;130
14/01/2015;20;45;112
14/01/2015;21;31;68
14/01/2015;22;30;53
14/01/2015;23;17;50
14/01/2015;24;17;34
15/01/2015;1;7;23
15/01/2015;2;10;17
15/01/2015;3;10;12
15/01/2015;4;10;11
15/01/2015;5;10;16
15/01/2015;6;21;39
15/01/2015;7;29;70
15/01/2015;8;24;86
15/01/2015;9;32;92
15/01/2015;10;35;71
15/01/2015;11;24;68
15/01/2015;12;39;61
15/01/2015;13;25;57
15/01/2015;14;19;70
15/01/2015;15;19;79
15/01/2015;16;21;80
15/01/2015;17;19;89
15/01/2015;18;10;114
15/01/2015;19;21;122
15/01/2015;20;24;95
15/01/2015;21;27;73
15/01/2015;22;40;68
15/01/2015;23;43;60
15/01/2015;24;40;51
16/01/2015;1;38;41
16/01/2015;2;30;32
16/01/2015;3;25;34
16/01/2015;4;26;39
16/01/2015;5;27;46
16/01/2015;6;32;70
16/01/2015;7;41;103
16/01/2015;8;39;107
16/01/2015;9;33;115
16/01/2015;10;34;117
16/01/2015;11;34;106
16/01/2015;12;39;106
16/01/2015;13;33;91
16/01/2015;14;32;91
16/01/2015;15;32;114
16/01/2015;16;33;116
16/01/2015;17;32;109
16/01/2015;18;31;117
16/01/2015;19;29;103
16/01/2015;20;19;83
16/01/2015;21;12;67
16/01/2015;22;15;62
16/01/2015;23;19;56
16/01/2015;24;19;58
17/01/2015;1;24;50
17/01/2015;2;22;54
17/01/2015;3;23;42
17/01/2015;4;22;43
17/01/2015;5;21;44
17/01/2015;6;22;53
17/01/2015;7;23;57
17/01/2015;8;28;57
17/01/2015;9;32;60
17/01/2015;10;32;70
17/01/2015;11;41;71
17/01/2015;12;49;75
17/01/2015;13;46;67
17/01/2015;14;26;66
17/01/2015;15;24;70
17/01/2015;16;38;102
17/01/2015;17;44;97
17/01/2015;18;28;93
17/01/2015;19;35;95
17/01/2015;20;37;92
17/01/2015;21;44;80
17/01/2015;22;40;77
17/01/2015;23;41;76
17/01/2015;24;37;77
18/01/2015;1;41;73
18/01/2015;2;31;60
18/01/2015;3;29;49
18/01/2015;4;24;41
18/01/2015;5;25;38
18/01/2015;6;25;38
18/01/2015;7;19;47
18/01/2015;8;15;53
18/01/2015;9;13;50
18/01/2015;10;23;48
18/01/2015;11;31;50
18/01/2015;12;24;59
18/01/2015;13;12;58
18/01/2015;14;15;63
18/01/2015;15;11;70
18/01/2015;16;15;83
18/01/2015;17;22;97
18/01/2015;18;27;94
18/01/2015;19;25;80
18/01/2015;20;26;71
18/01/2015;21;29;66
18/01/2015;22;26;59
18/01/2015;23;23;61
18/01/2015;24;23;64
19/01/2015;1;29;54
19/01/2015;2;27;41
19/01/2015;3;27;41
19/01/2015;4;20;25
19/01/2015;5;12;31
19/01/2015;6;13;48
19/01/2015;7;12;71
19/01/2015;8;16;67
19/01/2015;9;27;73
19/01/2015;10;32;75
19/01/2015;11;34;73
19/01/2015;12;38;77
19/01/2015;13;36;71
19/01/2015;14;37;73
19/01/2015;15;39;90
19/01/2015;16;27;92
19/01/2015;17;31;96
19/01/2015;18;26;88
19/01/2015;19;37;99
19/01/2015;20;34;87
19/01/2015;21;30;80
19/01/2015;22;30;74
19/01/2015;23;32;73
19/01/2015;24;26;63
20/01/2015;1;21;46
20/01/2015;2;17;36
20/01/2015;3;14;38
20/01/2015;4;24;58
20/01/2015;5;28;64
20/01/2015;6;36;74
20/01/2015;7;40;95
20/01/2015;8;41;94
20/01/2015;9;45;93
20/01/2015;10;53;129
20/01/2015;11;60;n/d
20/01/2015;12;65;90
20/01/2015;13;60;94
20/01/2015;14;57;83
20/01/2015;15;61;99
20/01/2015;16;61;105
20/01/2015;17;64;144
20/01/2015;18;73;171
20/01/2015;19;54;109
20/01/2015;20;50;99
20/01/2015;21;42;81
20/01/2015;22;47;79
20/01/2015;23;57;71
20/01/2015;24;49;63
21/01/2015;1;32;43
21/01/2015;2;23;33
21/01/2015;3;20;30
21/01/2015;4;20;32
21/01/2015;5;21;40
21/01/2015;6;23;69
21/01/2015;7;34;81
21/01/2015;8;39;103
21/01/2015;9;49;105
21/01/2015;10;49;98
21/01/2015;11;49;89
21/01/2015;12;52;83
21/01/2015;13;48;82
21/01/2015;14;42;73
21/01/2015;15;41;75
21/01/2015;16;39;85
21/01/2015;17;43;81
21/01/2015;18;43;82
21/01/2015;19;27;95
21/01/2015;20;33;88
21/01/2015;21;40;77
21/01/2015;22;43;79
21/01/2015;23;46;77
21/01/2015;24;42;67
22/01/2015;1;42;60
22/01/2015;2;39;51
22/01/2015;3;38;45
22/01/2015;4;37;47
22/01/2015;5;37;48
22/01/2015;6;41;59
22/01/2015;7;53;77
22/01/2015;8;50;80
22/01/2015;9;68;81
22/01/2015;10;70;81
22/01/2015;11;66;76
22/01/2015;12;78;74
22/01/2015;13;84;74
22/01/2015;14;76;69
22/01/2015;15;80;84
22/01/2015;16;81;78
22/01/2015;17;75;92
22/01/2015;18;75;101
22/01/2015;19;66;100
22/01/2015;20;68;87
22/01/2015;21;61;78
22/01/2015;22;66;65
22/01/2015;23;66;60
22/01/2015;24;60;61
23/01/2015;1;61;54
23/01/2015;2;61;46
23/01/2015;3;57;43
23/01/2015;4;54;44
23/01/2015;5;55;49
23/01/2015;6;58;57
23/01/2015;7;53;72
23/01/2015;8;61;74
23/01/2015;9;64;73
23/01/2015;10;62;73
23/01/2015;11;62;71
23/01/2015;12;60;79
23/01/2015;13;109;79
23/01/2015;14;83;80
23/01/2015;15;73;85
23/01/2015;16;75;74
23/01/2015;17;62;80
23/01/2015;18;59;87
23/01/2015;19;65;96
23/01/2015;20;70;91
23/01/2015;21;72;71
23/01/2015;22;57;65
23/01/2015;23;53;60
23/01/2015;24;60;51
24/01/2015;1;64;45
24/01/2015;2;53;40
24/01/2015;3;48;32
24/01/2015;4;42;36
24/01/2015;5;50;39
24/01/2015;6;41;46
24/01/2015;7;42;54
24/01/2015;8;24;56
24/01/2015;9;18;69
24/01/2015;10;22;56
24/01/2015;11;23;63
24/01/2015;12;27;70
24/01/2015;13;26;61
24/01/2015;14;38;65
24/01/2015;15;38;83
24/01/2015;16;30;98
24/01/2015;17;27;103
24/01/2015;18;40;114
24/01/2015;19;43;120
24/01/2015;20;44;112
24/01/2015;21;58;99
24/01/2015;22;47;93
24/01/2015;23;47;89
24/01/2015;24;42;80
25/01/2015;1;45;73
25/01/2015;2;41;70
25/01/2015;3;35;65
25/01/2015;4;37;67
25/01/2015;5;31;61
25/01/2015;6;30;71
25/01/2015;7;39;69
25/01/2015;8;36;80
25/01/2015;9;37;80
25/01/2015;10;36;82
25/01/2015;11;47;78
25/01/2015;12;51;82
25/01/2015;13;58;71
25/01/2015;14;43;70
25/01/2015;15;51;80
25/01/2015;16;47;75
25/01/2015;17;39;88
25/01/2015;18;43;93
25/01/2015;19;46;107
25/01/2015;20;53;100
25/01/2015;21;48;92
25/01/2015;22;46;81
25/01/2015;23;42;74
25/01/2015;24;37;54
26/01/2015;1;36;45
26/01/2015;2;27;26
26/01/2015;3;22;26
26/01/2015;4;17;24
26/01/2015;5;17;33
26/01/2015;6;21;67
26/01/2015;7;19;85
26/01/2015;8;27;106
26/01/2015;9;39;115
26/01/2015;10;43;111
26/01/2015;11;32;105
26/01/2015;12;26;95
26/01/2015;13;24;80
26/01/2015;14;33;74
26/01/2015;15;33;86
26/01/2015;16;24;87
26/01/2015;17;21;89
26/01/2015;18;18;86
26/01/2015;19;19;85
26/01/2015;20;19;85
26/01/2015;21;22;63
26/01/2015;22;24;64
26/01/2015;23;16;59
26/01/2015;24;25;58
27/01/2015;1;28;50
27/01/2015;2;25;46
27/01/2015;3;23;42
27/01/2015;4;21;42
27/01/2015;5;22;51
27/01/2015;6;29;68
27/01/2015;7;30;93
27/01/2015;8;35;88
27/01/2015;9;43;96
27/01/2015;10;n/d;n/d
27/01/2015;11;n/d;96
27/01/2015;12;51;91
27/01/2015;13;46;83
27/01/2015;14;44;83
27/01/2015;15;48;87
27/01/2015;16;35;95
27/01/2015;17;35;104
27/01/2015;18;43;89
27/01/2015;19;35;96
27/01/2015;20;43;118
27/01/2015;21;40;90
27/01/2015;22;32;84
27/01/2015;23;38;80
27/01/2015;24;33;69
28/01/2015;1;26;52
28/01/2015;2;24;41
28/01/2015;3;20;27
28/01/2015;4;21;25
28/01/2015;5;14;41
28/01/2015;6;16;67
28/01/2015;7;22;86
28/01/2015;8;26;97
28/01/2015;9;43;113
28/01/2015;10;43;107
28/01/2015;11;37;89
28/01/2015;12;29;94
28/01/2015;13;15;80
28/01/2015;14;18;88
28/01/2015;15;21;93
28/01/2015;16;16;88
28/01/2015;17;17;106
28/01/2015;18;16;78
28/01/2015;19;19;93
28/01/2015;20;28;93
28/01/2015;21;39;71
28/01/2015;22;51;63
28/01/2015;23;52;68
28/01/2015;24;38;53
29/01/2015;1;27;40
29/01/2015;2;30;30
29/01/2015;3;28;16
29/01/2015;4;18;17
29/01/2015;5;10;30
29/01/2015;6;17;59
29/01/2015;7;16;92
29/01/2015;8;29;111
29/01/2015;9;33;113
29/01/2015;10;41;101
29/01/2015;11;33;110
29/01/2015;12;31;98
29/01/2015;13;16;103
29/01/2015;14;10;106
29/01/2015;15;22;121
29/01/2015;16;16;108
29/01/2015;17;15;116
29/01/2015;18;10;100
29/01/2015;19;16;119
29/01/2015;20;13;91
29/01/2015;21;8;65
29/01/2015;22;8;49
29/01/2015;23;n/d;43
29/01/2015;24;n/d;48
30/01/2015;1;8;46
30/01/2015;2;8;34
30/01/2015;3;7;25
30/01/2015;4;7;21
30/01/2015;5;8;25
30/01/2015;6;5;60
30/01/2015;7;15;94
30/01/2015;8;21;114
30/01/2015;9;25;106
30/01/2015;10;25;99
30/01/2015;11;15;111
30/01/2015;12;17;120
30/01/2015;13;21;90
30/01/2015;14;10;74
30/01/2015;15;14;84
30/01/2015;16;13;91
30/01/2015;17;15;95
30/01/2015;18;25;110
30/01/2015;19;35;118
30/01/2015;20;46;127
30/01/2015;21;38;112
30/01/2015;22;41;102
30/01/2015;23;38;96
30/01/2015;24;36;80
31/01/2015;1;26;68
31/01/2015;2;14;67
31/01/2015;3;14;51
31/01/2015;4;9;33
31/01/2015;5;6;51
31/01/2015;6;6;57
31/01/2015;7;13;65
31/01/2015;8;10;74
31/01/2015;9;9;73
31/01/2015;10;4;76
31/01/2015;11;17;64
31/01/2015;12;30;64
31/01/2015;13;33;66
31/01/2015;14;33;74
31/01/2015;15;37;75
31/01/2015;16;24;71
31/01/2015;17;11;85
31/01/2015;18;12;83
31/01/2015;19;19;83
31/01/2015;20;12;77
31/01/2015;21;23;72
31/01/2015;22;21;53
31/01/2015;23;10;53
31/01/2015;24;5;53
01/02/2015;1;5;41
01/02/2015;2;5;38
01/02/2015;3;9;34
01/02/2015;4;13;33
01/02/2015;5;11;29
01/02/2015;6;11;33
01/02/2015;7;13;35
01/02/2015;8;11;42
01/02/2015;9;18;45
01/02/2015;10;10;45
01/02/2015;11;12;56
01/02/2015;12;11;56
01/02/2015;13;13;60
01/02/2015;14;12;58
01/02/2015;15;20;67
01/02/2015;16;20;71
01/02/2015;17;13;64
01/02/2015;18;14;59
01/02/2015;19;9;60
01/02/2015;20;10;53
01/02/2015;21;13;45
01/02/2015;22;15;48
01/02/2015;23;13;41
01/02/2015;24;19;37
02/02/2015;1;21;28
02/02/2015;2;20;22
02/02/2015;3;16;22
02/02/2015;4;18;25
02/02/2015;5;20;33
02/02/2015;6;17;56
02/02/2015;7;6;101
02/02/2015;8;12;109
02/02/2015;9;29;100
02/02/2015;10;30;n/d
02/02/2015;11;32;n/d
02/02/2015;12;36;n/d
02/02/2015;13;60;80
02/02/2015;14;43;83
02/02/2015;15;40;87
02/02/2015;16;24;84
02/02/2015;17;27;100
02/02/2015;18;27;101
02/02/2015;19;28;98
02/02/2015;20;21;89
02/02/2015;21;22;81
02/02/2015;22;25;73
02/02/2015;23;22;73
02/02/2015;24;22;67
03/02/2015;1;26;62
03/02/2015;2;25;55
03/02/2015;3;20;41
03/02/2015;4;16;40
03/02/2015;5;18;59
03/02/2015;6;30;77
03/02/2015;7;41;93
03/02/2015;8;48;109
03/02/2015;9;63;110
03/02/2015;10;53;108
03/02/2015;11;42;94
03/02/2015;12;42;79
03/02/2015;13;41;96
03/02/2015;14;36;93
03/02/2015;15;36;91
03/02/2015;16;34;96
03/02/2015;17;32;90
03/02/2015;18;32;105
03/02/2015;19;39;139
03/02/2015;20;42;108
03/02/2015;21;43;98
03/02/2015;22;39;91
03/02/2015;23;41;84
03/02/2015;24;40;76
04/02/2015;1;48;63
04/02/2015;2;43;55
04/02/2015;3;44;54
04/02/2015;4;44;53
04/02/2015;5;41;58
04/02/2015;6;43;70
04/02/2015;7;38;80
04/02/2015;8;39;92
04/02/2015;9;42;84
04/02/2015;10;44;76
04/02/2015;11;38;76
04/02/2015;12;33;73
04/02/2015;13;32;71
04/02/2015;14;27;70
04/02/2015;15;23;78
04/02/2015;16;25;81
04/02/2015;17;31;93
04/02/2015;18;34;118
04/02/2015;19;38;108
04/02/2015;20;40;91
04/02/2015;21;35;78
04/02/2015;22;34;66
04/02/2015;23;31;54
04/02/2015;24;24;47
05/02/2015;1;17;31
05/02/2015;2;16;28
05/02/2015;3;17;26
05/02/2015;4;19;26
05/02/2015;5;21;35
05/02/2015;6;26;56
05/02/2015;7;41;76
05/02/2015;8;47;78
05/02/2015;9;54;72
05/02/2015;10;53;71
05/02/2015;11;57;72
05/02/2015;12;43;71
05/02/2015;13;42;67
05/02/2015;14;42;74
05/02/2015;15;40;75
05/02/2015;16;32;80
05/02/2015;17;27;79
05/02/2015;18;29;93
05/02/2015;19;36;87
05/02/2015;20;38;67
05/02/2015;21;52;60
05/02/2015;22;42;62
05/02/2015;23;28;46
05/02/2015;24;29;47
06/02/2015;1;34;40
06/02/2015;2;31;35
06/02/2015;3;31;33
06/02/2015;4;31;31
06/02/2015;5;27;34
06/02/2015;6;30;48
06/02/2015;7;38;61
06/02/2015;8;54;73
06/02/2015;9;49;66
06/02/2015;10;48;55
06/02/2015;11;50;57
06/02/2015;12;52;58
06/02/2015;13;50;57
06/02/2015;14;44;58
06/02/2015;15;48;65
06/02/2015;16;50;65
06/02/2015;17;46;78
06/02/2015;18;51;94
06/02/2015;19;52;100
06/02/2015;20;54;80
06/02/2015;21;53;75
06/02/2015;22;57;68
06/02/2015;23;50;66
06/02/2015;24;54;59
07/02/2015;1;46;54
07/02/2015;2;44;52
07/02/2015;3;42;43
07/02/2015;4;41;37
07/02/2015;5;42;47
07/02/2015;6;44;55
07/02/2015;7;46;57
07/02/2015;8;59;62
07/02/2015;9;75;58
07/02/2015;10;54;56
07/02/2015;11;44;52
07/02/2015;12;54;60
07/02/2015;13;56;62
07/02/2015;14;48;67
07/02/2015;15;45;70
07/02/2015;16;41;110
07/02/2015;17;40;118
07/02/2015;18;51;110
07/02/2015;19;44;116
07/02/2015;20;41;84
07/02/2015;21;30;79
07/02/2015;22;39;72
07/02/2015;23;33;64
07/02/2015;24;25;58
08/02/2015;1;19;47
08/02/2015;2;15;47
08/02/2015;3;16;40
08/02/2015;4;18;36
08/02/2015;5;19;32
08/02/2015;6;20;28
08/02/2015;7;22;40
08/02/2015;8;27;44
08/02/2015;9;28;45
08/02/2015;10;34;44
08/02/2015;11;40;49
08/02/2015;12;42;52
08/02/2015;13;39;45
08/02/2015;14;39;53
08/02/2015;15;44;55
08/02/2015;16;39;59
08/02/2015;17;33;76
08/02/2015;18;39;87
08/02/2015;19;43;82
08/02/2015;20;51;77
08/02/2015;21;54;64
08/02/2015;22;50;60
08/02/2015;23;40;62
08/02/2015;24;38;60
09/02/2015;1;37;52
09/02/2015;2;41;48
09/02/2015;3;41;51
09/02/2015;4;38;56
09/02/2015;5;39;62
09/02/2015;6;45;84
09/02/2015;7;47;102
09/02/2015;8;53;118
09/02/2015;9;80;115
09/02/2015;10;110;93
09/02/2015;11;n/d;n/d
09/02/2015;12;n/d;81
09/02/2015;13;58;64
09/02/2015;14;50;78
09/02/2015;15;57;82
09/02/2015;16;63;88
09/02/2015;17;65;85
09/02/2015;18;51;88
09/02/2015;19;55;79
09/02/2015;20;58;69
09/02/2015;21;41;58
09/02/2015;22;29;54
09/02/2015;23;33;56
09/02/2015;24;38;48
10/02/2015;1;33;39
10/02/2015;2;32;38
10/02/2015;3;27;39
10/02/2015;4;27;37
10/02/2015;5;24;43
10/02/2015;6;29;63
10/02/2015;7;41;82
10/02/2015;8;38;86
10/02/2015;9;47;99
10/02/2015;10;66;94
10/02/2015;11;61;80
10/02/2015;12;53;77
10/02/2015;13;51;78
10/02/2015;14;45;77
10/02/2015;15;42;82
10/02/2015;16;38;84
10/02/2015;17;30;80
10/02/2015;18;30;79
10/02/2015;19;22;79
10/02/2015;20;31;78
10/02/2015;21;28;64
10/02/2015;22;29;55
10/02/2015;23;25;54
10/02/2015;24;20;44
11/02/2015;1;21;30
11/02/2015;2;18;28
11/02/2015;3;19;29
11/02/2015;4;21;24
11/02/2015;5;20;36
11/02/2015;6;21;65
11/02/2015;7;26;82
11/02/2015;8;37;93
11/02/2015;9;55;86
11/02/2015;10;59;79
11/02/2015;11;60;77
11/02/2015;12;54;70
11/02/2015;13;49;72
11/02/2015;14;50;81
11/02/2015;15;60;78
11/02/2015;16;52;95
11/02/2015;17;56;110
11/02/2015;18;62;108
11/02/2015;19;59;113
11/02/2015;20;58;97
11/02/2015;21;61;95
11/02/2015;22;64;89
11/02/2015;23;71;90
11/02/2015;24;62;80
12/02/2015;1;60;71
12/02/2015;2;55;64
12/02/2015;3;52;61
12/02/2015;4;57;65
12/02/2015;5;72;72
12/02/2015;6;76;90
12/02/2015;7;73;102
12/02/2015;8;77;114
12/02/2015;9;84;131
12/02/2015;10;115;127
12/02/2015;11;141;129
12/02/2015;12;156;149
12/02/2015;13;176;165
12/02/2015;14;160;134
12/02/2015;15;107;116
12/02/2015;16;85;126
12/02/2015;17;86;133
12/02/2015;18;89;145
12/02/2015;19;78;146
12/02/2015;20;78;152
12/02/2015;21;86;122
12/02/2015;22;90;129
12/02/2015;23;96;113
12/02/2015;24;105;107
13/02/2015;1;102;88
13/02/2015;2;96;76
13/02/2015;3;89;73
13/02/2015;4;90;70
13/02/2015;5;89;71
13/02/2015;6;82;94
13/02/2015;7;86;107
13/02/2015;8;79;131
13/02/2015;9;80;138
13/02/2015;10;82;124
13/02/2015;11;88;108
13/02/2015;12;78;111
13/02/2015;13;69;88
13/02/2015;14;59;94
13/02/2015;15;71;92
13/02/2015;16;57;107
13/02/2015;17;43;111
13/02/2015;18;36;129
13/02/2015;19;28;128
13/02/2015;20;24;100
13/02/2015;21;25;76
13/02/2015;22;16;60
13/02/2015;23;19;68
13/02/2015;24;16;67
14/02/2015;1;13;48
14/02/2015;2;13;41
14/02/2015;3;12;49
14/02/2015;4;14;38
14/02/2015;5;13;34
14/02/2015;6;11;57
14/02/2015;7;13;66
14/02/2015;8;10;79
14/02/2015;9;16;82
14/02/2015;10;19;90
14/02/2015;11;18;91
14/02/2015;12;11;115
14/02/2015;13;13;97
14/02/2015;14;16;105
14/02/2015;15;19;96
14/02/2015;16;47;110
14/02/2015;17;44;127
14/02/2015;18;33;137
14/02/2015;19;29;145
14/02/2015;20;37;115
14/02/2015;21;30;102
14/02/2015;22;21;87
14/02/2015;23;29;76
14/02/2015;24;24;67
15/02/2015;1;19;61
15/02/2015;2;19;54
15/02/2015;3;18;44
15/02/2015;4;19;46
15/02/2015;5;17;39
15/02/2015;6;18;35
15/02/2015;7;15;37
15/02/2015;8;9;40
15/02/2015;9;16;47
15/02/2015;10;21;41
15/02/2015;11;23;49
15/02/2015;12;32;56
15/02/2015;13;21;57
15/02/2015;14;27;57
15/02/2015;15;20;66
15/02/2015;16;24;68
15/02/2015;17;26;86
15/02/2015;18;33;89
15/02/2015;19;40;93
15/02/2015;20;35;83
15/02/2015;21;27;82
15/02/2015;22;33;77
15/02/2015;23;41;79
15/02/2015;24;46;71
16/02/2015;1;42;61
16/02/2015;2;n/d;50
16/02/2015;3;n/d;51
16/02/2015;4;28;62
16/02/2015;5;27;63
16/02/2015;6;33;90
16/02/2015;7;41;99
16/02/2015;8;59;98
16/02/2015;9;62;102
16/02/2015;10;62;125
16/02/2015;11;65;n/d
16/02/2015;12;69;101
16/02/2015;13;64;80
16/02/2015;14;64;87
16/02/2015;15;49;95
16/02/2015;16;32;87
16/02/2015;17;40;102
16/02/2015;18;45;107
16/02/2015;19;48;100
16/02/2015;20;43;84
16/02/2015;21;36;78
16/02/2015;22;31;72
16/02/2015;23;22;67
16/02/2015;24;31;59
17/02/2015;1;29;48
17/02/2015;2;25;45
17/02/2015;3;23;41
17/02/2015;4;26;28
17/02/2015;5;25;33
17/02/2015;6;26;51
17/02/2015;7;27;66
17/02/2015;8;23;78
17/02/2015;9;20;82
17/02/2015;10;31;75
17/02/2015;11;36;80
17/02/2015;12;26;76
17/02/2015;13;26;72
17/02/2015;14;36;74
17/02/2015;15;39;78
17/02/2015;16;41;87
17/02/2015;17;43;91
17/02/2015;18;32;89
17/02/2015;19;29;92
17/02/2015;20;38;83
17/02/2015;21;30;75
17/02/2015;22;33;67
17/02/2015;23;30;70
17/02/2015;24;31;63
18/02/2015;1;33;50
18/02/2015;2;34;39
18/02/2015;3;34;33
18/02/2015;4;35;36
18/02/2015;5;39;47
18/02/2015;6;37;70
18/02/2015;7;41;81
18/02/2015;8;47;88
18/02/2015;9;49;87
18/02/2015;10;63;88
18/02/2015;11;62;87
18/02/2015;12;65;92
18/02/2015;13;71;80
18/02/2015;14;73;85
18/02/2015;15;69;87
18/02/2015;16;67;94
18/02/2015;17;68;109
18/02/2015;18;68;112
18/02/2015;19;69;113
18/02/2015;20;68;104
18/02/2015;21;61;87
18/02/2015;22;62;89
18/02/2015;23;66;87
18/02/2015;24;60;85
19/02/2015;1;64;82
19/02/2015;2;n/d;67
19/02/2015;3;n/d;61
19/02/2015;4;54;54
19/02/2015;5;49;55
19/02/2015;6;49;65
19/02/2015;7;45;88
19/02/2015;8;53;99
19/02/2015;9;61;113
19/02/2015;10;74;110
19/02/2015;11;66;100
19/02/2015;12;66;82
19/02/2015;13;72;79
19/02/2015;14;68;85
19/02/2015;15;63;88
19/02/2015;16;52;99
19/02/2015;17;50;94
19/02/2015;18;47;100
19/02/2015;19;49;104
19/02/2015;20;49;98
19/02/2015;21;50;81
19/02/2015;22;38;77
19/02/2015;23;40;70
19/02/2015;24;32;52
20/02/2015;1;28;35
20/02/2015;2;21;27
20/02/2015;3;23;26
20/02/2015;4;21;26
20/02/2015;5;19;33
20/02/2015;6;19;60
20/02/2015;7;19;76
20/02/2015;8;25;98
20/02/2015;9;25;107
20/02/2015;10;26;91
20/02/2015;11;28;101
20/02/2015;12;25;90
20/02/2015;13;28;91
20/02/2015;14;22;85
20/02/2015;15;22;91
20/02/2015;16;15;91
20/02/2015;17;17;89
20/02/2015;18;11;96
20/02/2015;19;10;91
20/02/2015;20;13;85
20/02/2015;21;20;60
20/02/2015;22;15;55
20/02/2015;23;5;76
20/02/2015;24;11;50
21/02/2015;1;7;44
21/02/2015;2;5;45
21/02/2015;3;n/d;38
21/02/2015;4;11;35
21/02/2015;5;18;37
21/02/2015;6;20;52
21/02/2015;7;20;64
21/02/2015;8;28;74
21/02/2015;9;26;66
21/02/2015;10;27;68
21/02/2015;11;20;77
21/02/2015;12;15;73
21/02/2015;13;11;61
21/02/2015;14;10;67
21/02/2015;15;23;71
21/02/2015;16;13;82
21/02/2015;17;9;80
21/02/2015;18;12;78
21/02/2015;19;22;87
21/02/2015;20;15;93
21/02/2015;21;21;76
21/02/2015;22;12;69
21/02/2015;23;8;62
21/02/2015;24;15;80
22/02/2015;1;21;78
22/02/2015;2;22;71
22/02/2015;3;20;65
22/02/2015;4;19;62
22/02/2015;5;16;62
22/02/2015;6;17;64
22/02/2015;7;18;66
22/02/2015;8;24;73
22/02/2015;9;29;71
22/02/2015;10;35;70
22/02/2015;11;33;63
22/02/2015;12;20;60
22/02/2015;13;n/d;55
22/02/2015;14;n/d;50
22/02/2015;15;n/d;59
22/02/2015;16;19;66
22/02/2015;17;25;74
22/02/2015;18;27;80
22/02/2015;19;25;70
22/02/2015;20;29;66
22/02/2015;21;23;49
22/02/2015;22;21;47
22/02/2015;23;22;45
22/02/2015;24;12;36
23/02/2015;1;11;23
23/02/2015;2;10;20
23/02/2015;3;5;19
23/02/2015;4;4;21
23/02/2015;5;3;26
23/02/2015;6;7;61
23/02/2015;7;6;104
23/02/2015;8;17;109
23/02/2015;9;26;106
23/02/2015;10;23;96
23/02/2015;11;n/d;n/d
23/02/2015;12;58;65
23/02/2015;13;49;74
23/02/2015;14;50;76
23/02/2015;15;25;68
23/02/2015;16;23;70
23/02/2015;17;8;73
23/02/2015;18;n/d;102
23/02/2015;19;n/d;93
23/02/2015;20;n/d;81
23/02/2015;21;n/d;60
23/02/2015;22;16;62
23/02/2015;23;25;48
23/02/2015;24;17;42
24/02/2015;1;10;25
24/02/2015;2;13;20
24/02/2015;3;12;17
24/02/2015;4;11;23
24/02/2015;5;12;27
24/02/2015;6;21;55
24/02/2015;7;31;84
24/02/2015;8;36;107
24/02/2015;9;42;104
24/02/2015;10;37;89
24/02/2015;11;23;73
24/02/2015;12;27;76
24/02/2015;13;13;67
24/02/2015;14;27;77
24/02/2015;15;29;88
24/02/2015;16;23;77
24/02/2015;17;50;87
24/02/2015;18;41;93
24/02/2015;19;44;104
24/02/2015;20;47;89
24/02/2015;21;42;81
24/02/2015;22;39;83
24/02/2015;23;35;76
24/02/2015;24;28;60
25/02/2015;1;26;35
25/02/2015;2;n/d;40
25/02/2015;3;n/d;30
25/02/2015;4;21;37
25/02/2015;5;22;37
25/02/2015;6;24;69
25/02/2015;7;39;99
25/02/2015;8;49;108
25/02/2015;9;35;95
25/02/2015;10;29;93
25/02/2015;11;32;104
25/02/2015;12;29;86
25/02/2015;13;20;98
25/02/2015;14;16;98
25/02/2015;15;22;114
25/02/2015;16;32;118
25/02/2015;17;24;125
25/02/2015;18;24;119
25/02/2015;19;24;119
25/02/2015;20;18;107
25/02/2015;21;23;100
25/02/2015;22;23;89
25/02/2015;23;21;72
25/02/2015;24;18;66
26/02/2015;1;24;60
26/02/2015;2;27;48
26/02/2015;3;27;49
26/02/2015;4;23;42
26/02/2015;5;22;40
26/02/2015;6;31;74
26/02/2015;7;25;102
26/02/2015;8;26;113
26/02/2015;9;33;122
26/02/2015;10;43;96
26/02/2015;11;37;87
